            13	2024-04-01 07:59:05	1	0	1	0
            14	2024-04-01 07:59:11	1	0	1	0
             8	2024-04-01 07:59:15	1	0	1	0
             1	2024-04-01 08:17:32	1	0	3	0
             8	2024-04-01 12:24:16	1	0	1	0
             1	2024-04-01 12:44:44	1	0	3	0
            14	2024-04-01 12:55:24	1	0	1	0
             8	2024-04-01 13:24:18	1	0	1	0
             1	2024-04-01 13:45:28	1	0	3	0
            14	2024-04-01 13:50:27	1	0	1	0
             8	2024-04-01 17:59:56	1	0	1	0
             1	2024-04-01 18:02:06	1	0	3	0
            14	2024-04-01 18:26:17	1	0	1	0
            14	2024-04-02 07:57:36	1	0	1	0
            13	2024-04-02 07:57:44	1	0	1	0
             1	2024-04-02 08:16:15	1	0	3	0
            13	2024-04-02 12:23:40	1	0	1	0
             1	2024-04-02 12:45:17	1	0	3	0
            14	2024-04-02 12:50:15	1	0	1	0
            13	2024-04-02 13:24:19	1	0	1	0
             1	2024-04-02 13:45:26	1	0	3	0
            14	2024-04-02 13:47:30	1	0	1	0
             1	2024-04-02 18:01:24	1	0	3	0
            14	2024-04-02 18:21:14	1	0	1	0
            13	2024-04-02 18:21:17	1	0	1	0
            14	2024-04-03 07:56:03	1	0	1	0
            13	2024-04-03 08:00:29	1	0	1	0
             8	2024-04-03 08:00:39	1	0	1	0
             1	2024-04-03 08:01:02	1	0	3	0
            14	2024-04-03 12:23:00	1	0	1	0
             1	2024-04-03 12:29:14	1	0	3	0
            14	2024-04-03 13:18:50	1	0	1	0
             1	2024-04-03 13:19:21	1	0	3	0
             1	2024-04-03 18:01:14	1	0	3	0
            13	2024-04-03 18:57:50	1	0	1	0
            14	2024-04-03 18:58:08	1	0	1	0
            14	2024-04-04 07:55:56	1	0	1	0
            13	2024-04-04 07:56:56	1	0	1	0
             1	2024-04-04 08:04:18	1	0	3	0
            13	2024-04-04 12:37:19	1	0	1	0
             1	2024-04-04 12:48:17	1	0	3	0
            14	2024-04-04 12:55:15	1	0	1	0
            13	2024-04-04 13:36:49	1	0	1	0
             1	2024-04-04 13:45:32	1	0	3	0
            14	2024-04-04 13:49:18	1	0	1	0
             1	2024-04-04 18:02:18	1	0	3	0
            14	2024-04-04 18:33:18	1	0	1	0
            13	2024-04-04 18:33:21	1	0	1	0
             1	2024-04-05 08:07:16	1	0	3	0
            13	2024-04-05 08:07:28	1	0	1	0
            14	2024-04-05 08:08:05	1	0	1	0
            13	2024-04-05 12:29:25	1	0	1	0
             1	2024-04-05 13:04:26	1	0	3	0
            14	2024-04-05 13:04:44	1	0	1	0
            13	2024-04-05 13:27:04	1	0	1	0
             1	2024-04-05 13:53:05	1	0	3	0
            14	2024-04-05 13:54:51	1	0	1	0
             1	2024-04-05 18:06:13	1	0	3	0
            13	2024-04-05 18:44:06	1	0	1	0
            14	2024-04-05 18:44:14	1	0	1	0
             1	2024-04-06 08:55:21	1	0	3	0
            14	2024-04-06 08:55:29	1	0	1	0
             1	2024-04-06 12:00:47	1	0	3	0
            14	2024-04-06 12:25:32	1	0	1	0
            13	2024-04-06 12:25:40	1	0	1	0
             1	2024-04-08 08:03:33	1	0	3	0
             1	2024-04-08 13:37:55	1	0	3	0
            14	2024-04-08 13:42:05	1	0	1	0
            14	2024-04-08 14:28:55	1	0	1	0
             1	2024-04-08 14:29:01	1	0	3	0
             1	2024-04-08 18:05:05	1	0	3	0
            14	2024-04-09 07:59:31	1	0	1	0
            13	2024-04-09 07:59:35	1	0	1	0
             1	2024-04-09 08:08:05	1	0	3	0
            13	2024-04-09 12:28:07	1	0	1	0
             1	2024-04-09 12:51:07	1	0	3	0
            14	2024-04-09 13:02:30	1	0	1	0
            13	2024-04-09 13:28:30	1	0	1	0
             1	2024-04-09 13:52:43	1	0	3	0
            14	2024-04-09 13:59:23	1	0	1	0
             1	2024-04-09 18:04:17	1	0	3	0
            14	2024-04-09 18:28:22	1	0	1	0
            13	2024-04-09 18:29:33	1	0	1	0
            14	2024-04-10 07:59:47	1	0	1	0
            13	2024-04-10 08:02:54	1	0	1	0
             1	2024-04-10 08:14:42	1	0	3	0
            14	2024-04-10 12:30:03	1	0	1	0
             1	2024-04-10 12:52:22	1	0	3	0
            14	2024-04-10 13:29:33	1	0	1	0
             1	2024-04-10 13:51:22	1	0	3	0
            13	2024-04-10 13:57:29	1	0	1	0
             1	2024-04-10 18:03:51	1	0	3	0
            14	2024-04-10 18:18:33	1	0	1	0
            13	2024-04-11 07:49:35	1	0	1	0
             1	2024-04-11 08:04:54	1	0	3	0
             1	2024-04-11 18:02:24	1	0	3	0
             1	2024-04-12 08:23:02	1	0	3	0
             1	2024-04-12 12:56:03	1	0	3	0
             1	2024-04-12 13:56:28	1	0	3	0
            13	2024-04-12 13:58:19	1	0	1	0
            13	2024-04-12 14:59:07	1	0	1	0
             1	2024-04-12 18:03:45	1	0	3	0
            14	2024-04-12 18:08:38	1	0	1	0
            13	2024-04-12 18:17:49	1	0	1	0
            14	2024-04-13 08:55:27	1	0	1	0
            13	2024-04-13 08:59:47	1	0	1	0
             1	2024-04-13 09:00:08	1	0	3	0
             1	2024-04-13 12:10:07	1	0	3	0
            14	2024-04-13 12:30:35	1	0	1	0
            13	2024-04-13 12:32:05	1	0	1	0
            14	2024-04-15 07:59:07	1	0	1	0
            13	2024-04-15 07:59:13	1	0	1	0
             1	2024-04-15 08:09:52	1	0	3	0
            14	2024-04-15 12:34:01	1	0	1	0
             1	2024-04-15 13:03:34	1	0	3	0
            14	2024-04-15 13:42:18	1	0	1	0
             1	2024-04-15 14:04:28	1	0	3	0
            12	2024-04-15 15:45:55	1	0	1	0
             1	2024-04-15 18:03:10	1	0	3	0
            13	2024-04-15 18:32:36	1	0	1	0
            14	2024-04-16 07:55:54	1	0	1	0
            13	2024-04-16 07:56:00	1	0	1	0
             1	2024-04-16 08:23:07	1	0	3	0
             9	2024-04-16 08:50:56	1	0	1	0
